Category,File_ID,Shape,Style,Description,Image_Path,CAD_Path
Prongs,391_391_1216_S.3dm,Oval,Basket with Prongs,"A wireframe model of an 8-prong basket setting designed for an oval-shaped stone. The setting features a high profile with two concentric oval bands forming the basket and eight prongs extending upwards to secure the stone. Four main prongs are positioned at the cardinal points, with four smaller, lower prongs in between.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1216_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1216_S.3dm
Prongs,391_391_1222_S.3dm,Round,Basket,"A high-profile, 6-prong basket setting designed for a round stone, featuring an open wireframe basket structure at the base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1222_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1222_S.3dm
Prongs,391_391_1223_S.3dm,Cushion,Prong,"A wireframe rendering of a 4-prong setting designed for a cushion-shaped stone. The setting has a high profile with an open basket structure, allowing significant light to enter the stone from all angles. The prongs are cylindrical in this wireframe representation.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1223_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1223_S.3dm
Prongs,391_391_1224_S.3dm,Oval,Basket Prong,"An oval-shaped basket setting for a center stone, featuring four prongs extending from a multi-wire gallery structure, resulting in a high-profile design.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1224_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1224_S.3dm
Prongs,391_391_1227_S.3dm,Round,Basket,"A 6-prong basket setting designed for a round stone, featuring an elaborate under-gallery with multiple concentric rings and supporting pillars, giving it a high-profile appearance.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1227_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1227_S.3dm
Prongs,391_391_1228_S.3dm,Round,Basket,"A wireframe model of a 4-prong basket setting, designed for a round stone. It features a high profile with a substantial open basket structure below the stone's seating.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1228_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1228_S.3dm
Prongs,391_391_1234_S.3dm,Oval,Basket,A 4-prong high-profile basket setting designed for an oval-shaped stone. The setting features a cage-like structure below the prongs.,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1234_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1234_S.3dm
Prongs,391_391_47496_S.3dm,Oval,Basket,"A 4-prong basket setting for an oval stone, depicted as a wireframe. The setting features a high profile with four elongated prongs, a visible girdle rail, and internal supports for the stone's pavilion and culet.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_47496_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_47496_S.3dm
Prongs,391_391_47499_S.3dm,Round,Basket,"Wireframe CAD model of a 4-prong basket setting for a round stone. The setting features a prominent basket structure with multiple reinforcing rings and wires, giving it a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_47499_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_47499_S.3dm
Prongs,391_391_47500_S.3dm,Round,Basket,"Wireframe model of a high profile, 4-prong basket setting for a round stone, featuring an intricate basket structure below the girdle.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_47500_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_47500_S.3dm
Prongs,391_391_76532_S.3dm,Oval,Basket,"A high-profile oval basket setting with four prongs, featuring two supporting bands for the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_76532_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_76532_S.3dm
Prongs,391_391_76533_S.3dm,Oval,Basket,"A four-prong basket setting designed for an oval-shaped stone, featuring two reinforcing bands for the basket structure and a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_76533_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_76533_S.3dm
Prongs,391_391_76540_S.3dm,Round,Basket,"A 6-prong basket setting for a round stone, featuring a high profile design with intricate wireframe details forming the basket structure and extending upward to hold the gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_76540_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_76540_S.3dm
Prongs,393_393_1003_S.3dm,Oval/Elliptical,Peg,"An elaborate wireframe jewelry setting designed for an oval or elliptical stone. It features a central swirling or spiral base, surrounded by four tall, cylindrical peg-style prongs with rounded caps, indicating a high-profile setting.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1003_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1003_S.3dm
Prongs,393_393_1006_S.3dm,Oval,Basket,High profile oval 8-prong basket setting with an open gallery wire structure.,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1006_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1006_S.3dm
Prongs,393_393_1008_S.3dm,Oval,Peg / Basket,"A high-profile, five-pronged setting designed for an oval-shaped stone. It features five tall, dome-topped prongs positioned around an open, basket-style base composed of two concentric oval rings connected by vertical bars, supporting the stone from underneath.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1008_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1008_S.3dm
Prongs,393_393_1010_S.3dm,Oval/Round,Basket,"An elaborate oval-shaped setting head with five tall, rounded prongs designed for a central stone. It features a multi-tiered open basket structure composed of an inner oval ring and a larger outer oval ring, connected by vertical bars, supporting the prongs and allowing for significant light exposure to the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1010_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1010_S.3dm
Prongs,393_393_1014_S.3dm,Oval,Basket,"A 4-prong basket setting for an oval-shaped stone, featuring tall individual prongs rising from an oval-shaped gallery, indicating a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1014_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1014_S.3dm
Prongs,393_393_1018_S.3dm,Oval,Basket,"An oval-shaped 4-prong setting with a high profile, featuring an open basket-like gallery structure below the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1018_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1018_S.3dm
Prongs,393_393_1020_S.3dm,Oval,Basket,A high-profile oval setting featuring a unique spiral wireframe gallery that supports six domed-cap prongs: four taller outer prongs and two shorter inner prongs.,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1020_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1020_S.3dm
Prongs,393_393_10230_S.3dm,Oval,Basket,"An oval-shaped basket setting with six prongs, four tall outer prongs and two shorter inner prongs, designed for a high-set stone. The setting features a delicate wireframe basket structure below the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_10230_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_10230_S.3dm
Prongs,393_393_1023_S.3dm,Oval,Basket,"An oval basket setting with a high profile, featuring four tall corner prongs and two shorter side prongs supporting the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1023_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1023_S.3dm
Prongs,393_393_1025_S.3dm,Oval,Basket with Prongs,"An oval-shaped basket setting featuring four tall prongs to secure a gemstone. The basket includes a gallery wire with cross supports, creating an open and elevated profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1025_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1025_S.3dm
Prongs,393_393_102700_S.3dm,Oval,Prong,"A tall, oval-shaped setting head featuring five distinct prongs with rounded tips, designed to hold an oval stone. The head includes a detailed open-work gallery beneath the stone, formed by two concentric oval rings connected by multiple vertical bars, creating a basket-like support structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_102700_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_102700_S.3dm
Prongs,393_393_1027_S.3dm,Oval,Basket,"An oval basket setting with five tall, rounded prongs designed to hold an oval stone. The setting features a double-rail gallery structure with vertical supports, indicating a high-profile presentation for the gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1027_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1027_S.3dm
Prongs,393_393_1031_S.3dm,Oval,Basket,"An oval-shaped basket setting with four tall prongs, featuring a structured gallery around the base for stone support.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1031_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1031_S.3dm
Prongs,393_393_1034_S.3dm,Oval,Basket,"A high-profile 5-prong basket setting designed for an oval-shaped gemstone. The head features an open under-gallery formed by two concentric oval bands connected by crossbars, with five tall, capped prongs extending upwards to secure the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1034_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1034_S.3dm
Prongs,393_393_1066_S.3dm,Oval,Basket,"An oval-shaped basket setting with a high profile, featuring four tall outer prongs and a unique central spiral cage that forms the basket and integrates four additional prongs for a total of 8 prongs.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1066_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\393_393_1066_S.3dm
Prongs,395_395_107_S.3dm,Square,Basket,"A 4-prong wireframe basket setting designed for a square-shaped stone. The prongs are tall, forming a high profile, connected by multiple horizontal bars creating an open basket structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_107_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_107_S.3dm
Prongs,395_395_108_S.3dm,Square/Princess,Basket,"A high profile, four-prong basket setting designed for a square or princess-cut stone, featuring horizontal bars connecting the prongs to form the basket.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_108_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_108_S.3dm
Prongs,395_395_1306_S.3dm,Cushion/Radiant,Basket,"An 8-prong basket setting designed for a cushion or radiant cut stone. It features a high profile with a robust wireframe structure forming the basket, including four corner prongs and four additional prongs on each side. The overall structure is tall and supportive.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1306_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1306_S.3dm
Prongs,395_395_1309_S.3dm,Square/Princess,Basket,"Wireframe model of a 4-prong square basket setting with multiple supporting wires forming the basket structure and tall, straight prongs.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1309_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1309_S.3dm
Prongs,395_395_1312_S.3dm,Square,Basket,"A 4-prong basket setting for a square-shaped stone, featuring a high profile with connecting bars forming a raised basket.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1312_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1312_S.3dm
Prongs,395_395_1315_S.3dm,Square,Basket,"A high-profile, four-prong basket setting for a square-shaped stone, featuring multiple horizontal support bars forming the basket structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1315_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1315_S.3dm
Prongs,395_395_1318_S.3dm,Square/Princess,Basket,A four-prong basket setting with a square top designed for a square or princess-cut stone. The basket is formed by multiple horizontal bars connecting the prongs.,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1318_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1318_S.3dm
Prongs,395_395_1325_S.3dm,Square/Princess,Basket,"A high-profile, intricate 12-prong cluster basket setting designed for a central square/princess cut stone surrounded by four smaller square/princess cut stones, featuring an open-sided wireframe structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1325_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1325_S.3dm
Prongs,395_395_1328_S.3dm,Square,Basket,"Wireframe CAD rendering of a high-profile, 4-prong basket setting designed for a square-shaped stone. The prongs are substantial and rise from a supportive cage-like structure below.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1328_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1328_S.3dm
Prongs,395_395_1331_S.3dm,Square/Princess,Basket,"A 4-prong basket setting with a high profile, designed to hold a square or princess-cut stone. The prongs are connected by horizontal supports, providing an open design for light to enter the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1331_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1331_S.3dm
Prongs,395_395_1334_S.3dm,Square,Basket,"A four-prong basket setting designed for a square-shaped stone, featuring a high profile with an open framework of connecting bars forming the basket.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1334_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1334_S.3dm
Prongs,395_395_1337_S.3dm,Square,Basket,"A 4-prong basket setting for a square stone, featuring three horizontal bars connecting the prongs on each side, forming a high-profile cradle.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1337_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\395_395_1337_S.3dm
